id,year,job_role,experience_level,industry,location,skills,num_skills,salary_usd,automation_risk,demand_index,avg_skill_trend_score,experience_ord,salary_tier,risk_label,skill_count,future_proof,salary_vs_median,role_encoded,exp_encoded
140,2019,Software Developer,Entry,Government,USA,Deep Learning|MLOps|Excel (Basic)|Power BI|COBOL|SQL,6,134828.0,0.545,100.3,6.35,1,Mid,High Risk,6,0,1.231,21,1
141,2022,AI Engineer,Entry,Government,USA,LLMs/GenAI|COBOL|Manual Testing|Tableau|Basic SEO,5,163491.0,0.98,125.4,4.88,1,Mid,Critical Risk,5,0,1.493,0,1
142,2021,Data Scientist,Lead,Finance,Canada,Excel (Basic)|SQL|A/B Testing|Deep Learning|Basic SEO|Prompt Engineering,6,303504.0,0.569,125.8,6.72,4,Elite,High Risk,6,0,1.319,8,4
143,2020,Cloud Architect,Mid,Finance,Netherlands,A/B Testing|dbt|Cold Calling,3,167375.0,0.656,110.8,6.13,2,Mid,High Risk,3,0,1.125,4,2
144,2024,HR Analyst,Mid,Retail,UK,Kubernetes|dbt|LLMs/GenAI|Manual Testing,4,136331.0,0.54,107.4,7.3,2,Mid,High Risk,4,0,0.917,13,2
145,2025,HR Analyst,Entry,Healthcare,UAE,Cold Calling|Excel (Basic)|Copy-Paste Reporting|Basic SEO|Tableau|Legacy VBA,6,65496.0,0.98,175.0,3.18,1,Low,Critical Risk,6,0,0.598,13,1
146,2023,HR Analyst,Principal,Education,Australia,Tableau|Deep Learning|Statistics|Data Entry,4,223120.0,0.98,113.2,6.4,5,High,Critical Risk,4,0,0.872,13,5
147,2021,Financial Analyst,Entry,Education,Netherlands,Prompt Engineering|Tableau|Machine Learning,3,98189.0,0.05,107.1,8.8,1,Low,Low Risk,3,1,0.897,12,1
148,2025,AI Engineer,Entry,Finance,Brazil,Tableau|Excel (Basic)|R|MS Access|Machine Learning|Copy-Paste Reporting,6,163280.0,0.98,166.1,5.05,1,Mid,Critical Risk,6,0,1.491,0,1
149,2023,HR Analyst,Mid,Education,Brazil,A/B Testing|Spark/PySpark|Machine Learning|Tableau|Cloud (AWS/GCP)|MLOps,6,188727.0,0.05,149.1,8.62,2,High,Low Risk,6,1,1.269,13,2
150,2019,Content Strategist,Mid,Tech,Canada,Tableau|A/B Testing|Basic SEO|Manual Testing|LLMs/GenAI|Vector Databases,6,134300.0,0.895,94.7,6.7,2,Mid,Critical Risk,6,0,0.903,5,2
151,2021,Software Developer,Lead,Education,Brazil,COBOL|Data Entry|MLOps,3,214516.0,0.98,100.4,3.9,4,High,Critical Risk,3,0,0.933,21,4
152,2019,SEO Specialist,Lead,Manufacturing,Germany,MLOps|Deep Learning|Excel (Basic)|Legacy VBA,4,179995.0,0.98,96.0,5.9,4,Mid,Critical Risk,4,0,0.782,19,4
153,2021,AI Engineer,Lead,Healthcare,Brazil,Prompt Engineering|R|SQL,3,294042.0,0.05,114.1,7.77,4,Elite,Low Risk,3,1,1.278,0,4
154,2021,Data Engineer,Principal,Finance,Singapore,Python|Vector Databases|Prompt Engineering|LLMs/GenAI|dbt,5,421150.0,0.05,111.0,9.18,5,Elite,Low Risk,5,1,1.647,7,5
155,2025,Digital Marketer,Mid,Retail,India,Deep Learning|Prompt Engineering|Copy-Paste Reporting|COBOL,4,131051.0,0.98,117.5,5.15,2,Low,Critical Risk,4,0,0.881,10,2
156,2025,SEO Specialist,Principal,Tech,Australia,Manual Testing|SQL|Spark/PySpark|LLMs/GenAI,4,245225.0,0.768,126.6,7.2,5,Elite,Critical Risk,4,0,0.959,19,5
157,2024,Accountant,Mid,Consulting,USA,Vector Databases|Legacy VBA|MS Access|Airflow|Tableau|Manual Testing,6,127847.0,0.98,122.9,5.33,2,Low,Critical Risk,6,0,0.86,1,2
158,2024,IT Support Specialist,Mid,Media,Canada,COBOL|Statistics|Basic SEO|dbt|Vector Databases,5,109427.0,0.98,125.7,5.84,2,Low,Critical Risk,5,0,0.736,14,2
159,2023,IT Support Specialist,Lead,Manufacturing,Singapore,LLMs/GenAI|Basic SEO|dbt|Manual Testing|Spark/PySpark|Kubernetes,6,249482.0,0.98,93.0,6.82,4,Elite,Critical Risk,6,0,1.085,14,4
160,2022,DevOps Engineer,Principal,Finance,Netherlands,Prompt Engineering|Deep Learning|Cold Calling,3,318896.0,0.627,116.4,6.8,5,Elite,High Risk,3,0,1.247,9,5
161,2022,Content Strategist,Mid,Government,UK,Basic SEO|Tableau|Vector Databases|Python,4,120835.0,0.616,110.4,7.22,2,Low,High Risk,4,0,0.812,5,2
162,2022,Content Strategist,Senior,Retail,Singapore,Vector Databases|Airflow|Python,3,163127.0,0.05,108.4,8.87,3,Mid,Low Risk,3,1,0.839,5,3
163,2019,Operations Analyst,Senior,Healthcare,India,Prompt Engineering|Basic SEO|Statistics,3,133917.0,0.678,108.4,6.57,3,Low,High Risk,3,0,0.689,16,3
164,2020,Operations Analyst,Lead,Consulting,Brazil,Deep Learning|Python|Kubernetes,3,222066.0,0.05,111.6,8.8,4,High,Low Risk,3,1,0.965,16,4
165,2020,SEO Specialist,Principal,Media,Singapore,Cold Calling|Prompt Engineering|Airflow,3,175661.0,0.969,112.6,6.53,5,Mid,Critical Risk,3,0,0.687,19,5
166,2019,Excel Analyst,Lead,Energy,UAE,Cloud (AWS/GCP)|Basic SEO|Statistics,3,146069.0,0.98,99.0,6.47,4,Mid,Critical Risk,3,0,0.635,11,4
167,2019,HR Analyst,Principal,Energy,Canada,Prompt Engineering|Power BI|Python|Manual Testing,4,199021.0,0.479,104.6,7.28,5,High,Moderate Risk,4,0,0.778,13,5
168,2023,QA Engineer,Mid,Finance,Netherlands,Deep Learning|A/B Testing|R|COBOL|Python,5,175647.0,0.538,106.4,6.78,2,Mid,High Risk,5,0,1.181,18,2
169,2022,Business Analyst,Lead,Education,Germany,Vector Databases|COBOL|Deep Learning,3,210026.0,0.39,113.4,6.47,4,High,Moderate Risk,3,0,0.913,3,4
170,2024,Supply Chain Analyst,Entry,Energy,Australia,Machine Learning|Vector Databases|R|MLOps,4,123930.0,0.05,146.5,8.52,1,Low,Low Risk,4,1,1.132,23,1
171,2020,Supply Chain Analyst,Lead,Consulting,India,Deep Learning|Crystal Reports|Cold Calling|Tableau,4,179292.0,0.98,101.2,5.12,4,Mid,Critical Risk,4,0,0.779,23,4
172,2020,Business Analyst,Mid,Tech,Australia,A/B Testing|SQL|Basic SEO|R|Statistics,5,113849.0,0.638,108.3,6.46,2,Low,High Risk,5,0,0.765,3,2
173,2025,HR Analyst,Mid,Manufacturing,Australia,Copy-Paste Reporting|Data Entry|MLOps,3,103704.0,0.98,128.9,3.83,2,Low,Critical Risk,3,0,0.697,13,2
174,2025,DevOps Engineer,Lead,Government,UAE,MLOps|LLMs/GenAI|Statistics|Crystal Reports|COBOL|Vector Databases,6,370060.0,0.58,170.2,6.38,4,Elite,High Risk,6,0,1.609,9,4
175,2023,Statistician,Entry,Government,UK,Manual Testing|Basic SEO|LLMs/GenAI|R|Prompt Engineering|MLOps,6,140649.0,0.697,108.3,6.73,1,Mid,High Risk,6,0,1.284,22,1
176,2021,Supply Chain Analyst,Senior,Manufacturing,UAE,LLMs/GenAI|Crystal Reports|Tableau|Vector Databases|COBOL|Machine Learning,6,214835.0,0.631,118.8,6.5,3,High,High Risk,6,0,1.105,23,3
177,2021,Accountant,Lead,Manufacturing,USA,Legacy VBA|Data Entry|SQL,3,125802.0,0.98,114.5,3.67,4,Low,Critical Risk,3,0,0.547,1,4
178,2025,Product Manager,Mid,Tech,India,Machine Learning|Spark/PySpark|Deep Learning|Airflow|Data Entry|Vector Databases,6,249292.0,0.308,127.7,7.7,2,Elite,Moderate Risk,6,1,1.676,17,2
179,2023,Business Analyst,Principal,Healthcare,UAE,Vector Databases|Tableau|Cold Calling|Deep Learning|Excel (Basic),5,267010.0,0.931,109.2,6.26,5,Elite,Critical Risk,5,0,1.044,3,5
180,2021,Software Developer,Senior,Manufacturing,Canada,Python|MS Access|LLMs/GenAI,3,208287.0,0.44,111.1,7.07,3,High,Moderate Risk,3,0,1.071,21,3
181,2022,SEO Specialist,Entry,Manufacturing,Germany,dbt|Manual Testing|Prompt Engineering|Crystal Reports|Statistics|Copy-Paste Reporting,6,91656.0,0.98,112.3,5.13,1,Low,Critical Risk,6,0,0.837,19,1
182,2025,Data Scientist,Lead,Healthcare,UAE,COBOL|Legacy VBA|Copy-Paste Reporting,3,209521.0,0.98,167.2,1.4,4,High,Critical Risk,3,0,0.911,8,4
183,2024,DevOps Engineer,Entry,Media,Netherlands,Prompt Engineering|Copy-Paste Reporting|LLMs/GenAI|Crystal Reports|Data Entry,5,143369.0,0.98,120.6,4.68,1,Mid,Critical Risk,5,0,1.309,9,1
184,2021,Content Strategist,Mid,Finance,Canada,Airflow|COBOL|Statistics|Python,4,110380.0,0.553,110.4,6.52,2,Low,High Risk,4,0,0.742,5,2
185,2023,DevOps Engineer,Lead,Media,India,Deep Learning|Prompt Engineering|SQL,3,299098.0,0.05,149.7,8.63,4,Elite,Low Risk,3,1,1.3,9,4
186,2024,Digital Marketer,Principal,Government,Singapore,Spark/PySpark|MLOps|Data Entry,3,218665.0,0.98,111.5,6.4,5,High,Critical Risk,3,0,0.855,10,5
187,2022,Supply Chain Analyst,Principal,Education,India,Cold Calling|Spark/PySpark|Power BI|A/B Testing,4,226432.0,0.792,134.8,6.6,5,High,Critical Risk,4,0,0.885,23,5
188,2019,Machine Learning Engineer,Principal,Healthcare,Germany,LLMs/GenAI|MLOps|Crystal Reports|Airflow,4,376677.0,0.216,98.4,7.22,5,Elite,Low Risk,4,1,1.473,15,5
189,2023,AI Engineer,Entry,Manufacturing,Canada,Spark/PySpark|Data Entry|Prompt Engineering|Manual Testing|R,5,166056.0,0.98,101.5,5.76,1,Mid,Critical Risk,5,0,1.516,0,1
190,2024,BI Developer,Principal,Energy,India,Legacy VBA|Manual Testing|MS Access|MLOps,4,220747.0,0.98,150.4,4.0,5,High,Critical Risk,4,0,0.863,2,5
191,2023,Business Analyst,Entry,Finance,USA,Data Entry|dbt|Cold Calling|Excel (Basic)|Power BI,5,83417.0,0.98,134.4,4.66,1,Low,Critical Risk,5,0,0.762,3,1
192,2019,Digital Marketer,Principal,Manufacturing,Germany,Airflow|COBOL|Basic SEO|Legacy VBA|SQL|Prompt Engineering,6,202304.0,0.98,88.9,5.22,5,High,Critical Risk,6,0,0.791,10,5
193,2024,Business Analyst,Mid,Consulting,Singapore,Tableau|dbt|MLOps|Manual Testing|Spark/PySpark|COBOL,6,167115.0,0.858,145.7,6.3,2,Mid,Critical Risk,6,0,1.124,3,2
194,2021,Product Manager,Senior,Government,India,A/B Testing|R|Cloud (AWS/GCP)|MLOps|Airflow,5,271893.0,0.05,111.3,8.14,3,Elite,Low Risk,5,1,1.398,17,3
195,2021,IT Support Specialist,Mid,Healthcare,UK,Prompt Engineering|SQL|Copy-Paste Reporting,3,91363.0,0.98,107.2,5.93,2,Low,Critical Risk,3,0,0.614,14,2
196,2020,BI Developer,Senior,Energy,Australia,Cold Calling|LLMs/GenAI|Statistics|A/B Testing,4,186458.0,0.681,102.4,6.78,3,High,High Risk,4,0,0.959,2,3
197,2021,Digital Marketer,Entry,Finance,Singapore,Airflow|dbt|Excel (Basic)|Vector Databases|Machine Learning|MS Access,6,117551.0,0.744,110.0,6.85,1,Low,High Risk,6,0,1.073,10,1
198,2023,HR Analyst,Lead,Manufacturing,Netherlands,Copy-Paste Reporting|Cloud (AWS/GCP)|Power BI,3,159586.0,0.98,115.0,5.93,4,Mid,Critical Risk,3,0,0.694,13,4
199,2021,Product Manager,Senior,Government,Australia,SQL|Machine Learning|Excel (Basic),3,209937.0,0.245,113.9,6.83,3,High,Low Risk,3,0,1.079,17,3
200,2021,SEO Specialist,Senior,Finance,Singapore,Cold Calling|R|Kubernetes|Manual Testing|Legacy VBA|Copy-Paste Reporting,6,114543.0,0.98,108.3,3.73,3,Low,Critical Risk,6,0,0.589,19,3
201,2019,Software Developer,Senior,Education,Netherlands,Cold Calling|Spark/PySpark|dbt|Manual Testing|A/B Testing,5,203984.0,0.98,104.3,5.98,3,High,Critical Risk,5,0,1.049,21,3
202,2019,Business Analyst,Entry,Healthcare,Australia,A/B Testing|Tableau|Spark/PySpark|Manual Testing|Copy-Paste Reporting|COBOL,6,97903.0,0.98,109.4,4.87,1,Low,Critical Risk,6,0,0.894,3,1
203,2023,Cloud Architect,Mid,Government,Brazil,Excel (Basic)|MLOps|A/B Testing|Basic SEO|R,5,202381.0,0.723,118.7,5.98,2,High,High Risk,5,0,1.361,4,2
204,2023,AI Engineer,Lead,Tech,Australia,Legacy VBA|Cloud (AWS/GCP)|Power BI|Excel (Basic)|Prompt Engineering,5,347627.0,0.72,139.6,6.32,4,Elite,High Risk,5,0,1.511,0,4
205,2024,Operations Analyst,Entry,Energy,UAE,Data Entry|COBOL|Cold Calling|Excel (Basic)|Airflow,5,78181.0,0.98,158.3,3.3,1,Low,Critical Risk,5,0,0.714,16,1
206,2023,Digital Marketer,Mid,Media,Brazil,Spark/PySpark|Basic SEO|Legacy VBA|Airflow|Machine Learning|Excel (Basic),6,141446.0,0.98,149.6,5.83,2,Mid,Critical Risk,6,0,0.951,10,2
207,2019,SQL Developer,Entry,Consulting,Australia,Spark/PySpark|Power BI|Crystal Reports|dbt|Basic SEO|A/B Testing,6,105155.0,0.98,96.0,6.28,1,Low,Critical Risk,6,0,0.96,20,1
208,2022,Product Manager,Entry,Healthcare,Netherlands,R|MLOps|Legacy VBA|Statistics,4,129341.0,0.621,128.5,6.22,1,Low,High Risk,4,0,1.181,17,1
209,2021,BI Developer,Lead,Media,Australia,Legacy VBA|Cold Calling|Copy-Paste Reporting|MS Access|Data Entry,5,148744.0,0.98,115.1,1.74,4,Mid,Critical Risk,5,0,0.647,2,4
210,2021,Accountant,Lead,Retail,Canada,R|Prompt Engineering|Airflow|Cold Calling|Crystal Reports,5,179209.0,0.98,113.6,5.58,4,Mid,Critical Risk,5,0,0.779,1,4
211,2024,Digital Marketer,Senior,Consulting,Australia,Prompt Engineering|Cloud (AWS/GCP)|Excel (Basic)|Legacy VBA|R,5,163381.0,0.98,128.2,6.06,3,Mid,Critical Risk,5,0,0.84,10,3
212,2022,DevOps Engineer,Mid,Manufacturing,USA,Crystal Reports|Deep Learning|Vector Databases|Tableau|Data Entry,5,185990.0,0.98,105.4,5.82,2,High,Critical Risk,5,0,1.251,9,2
213,2022,SQL Developer,Mid,Media,Germany,Spark/PySpark|Cloud (AWS/GCP)|Manual Testing|MS Access|Excel (Basic),5,137415.0,0.98,91.7,5.24,2,Mid,Critical Risk,5,0,0.924,20,2
214,2019,Supply Chain Analyst,Principal,Retail,Canada,Cloud (AWS/GCP)|Power BI|MLOps,3,225724.0,0.05,108.3,8.6,5,High,Low Risk,3,1,0.883,23,5
215,2019,Supply Chain Analyst,Mid,Tech,Netherlands,Power BI|Data Entry|Statistics|dbt,4,107702.0,0.845,98.8,6.3,2,Low,Critical Risk,4,0,0.724,23,2
216,2021,Cloud Architect,Senior,Tech,UK,R|MS Access|Copy-Paste Reporting|Machine Learning,4,234781.0,0.98,122.0,4.8,3,High,Critical Risk,4,0,1.207,4,3
217,2020,QA Engineer,Mid,Tech,Singapore,LLMs/GenAI|MS Access|Prompt Engineering|Machine Learning|Python|COBOL,6,183345.0,0.736,111.9,6.87,2,Mid,High Risk,6,0,1.233,18,2
218,2019,Cloud Architect,Senior,Consulting,Netherlands,Spark/PySpark|A/B Testing|Tableau|Kubernetes|dbt|Cloud (AWS/GCP),6,315682.0,0.05,94.5,8.3,3,Elite,Low Risk,6,1,1.623,4,3
219,2024,IT Support Specialist,Senior,Healthcare,USA,COBOL|Prompt Engineering|Excel (Basic)|Legacy VBA|Cold Calling,5,132060.0,0.98,94.7,3.6,3,Low,Critical Risk,5,0,0.679,14,3
220,2023,HR Analyst,Lead,Government,Netherlands,Deep Learning|SQL|Legacy VBA|Cloud (AWS/GCP)|LLMs/GenAI,5,259891.0,0.536,146.5,7.48,4,Elite,High Risk,5,0,1.13,13,4
221,2022,Cloud Architect,Mid,Tech,Germany,Airflow|Tableau|Cold Calling|Kubernetes|MLOps|Prompt Engineering,6,241694.0,0.249,123.3,7.38,2,High,Low Risk,6,1,1.625,4,2
222,2023,Data Analyst,Senior,Education,Canada,Legacy VBA|Cloud (AWS/GCP)|Tableau,3,146002.0,0.829,120.8,6.2,3,Mid,Critical Risk,3,0,0.751,6,3
223,2022,Supply Chain Analyst,Principal,Manufacturing,UK,Vector Databases|Manual Testing|Airflow|Spark/PySpark|Statistics,5,273495.0,0.47,97.3,7.26,5,Elite,Moderate Risk,5,0,1.069,23,5
224,2024,Accountant,Senior,Government,Netherlands,Cold Calling|R|COBOL|Legacy VBA|dbt|Airflow,6,162676.0,0.98,133.7,4.75,3,Mid,Critical Risk,6,0,0.836,1,3
225,2023,Data Scientist,Principal,Consulting,Netherlands,Deep Learning|Excel (Basic)|Cloud (AWS/GCP)|Machine Learning|Basic SEO,5,371516.0,0.549,122.9,6.82,5,Elite,High Risk,5,0,1.453,8,5
226,2023,SQL Developer,Principal,Media,India,MLOps|Copy-Paste Reporting|A/B Testing|Tableau,4,242620.0,0.98,101.4,6.38,5,High,Critical Risk,4,0,0.949,20,5
227,2020,Operations Analyst,Principal,Consulting,UK,COBOL|Machine Learning|Tableau|Spark/PySpark|A/B Testing|Power BI,6,284195.0,0.403,110.2,7.12,5,Elite,Moderate Risk,6,0,1.111,16,5
228,2019,SEO Specialist,Lead,Manufacturing,USA,Kubernetes|Basic SEO|Python|MS Access|dbt|Excel (Basic),6,174929.0,0.98,102.4,5.75,4,Mid,Critical Risk,6,0,0.76,19,4
229,2022,DevOps Engineer,Entry,Media,USA,Statistics|Machine Learning|Prompt Engineering,3,132564.0,0.05,117.1,8.73,1,Low,Low Risk,3,1,1.21,9,1
230,2025,Data Engineer,Lead,Education,Singapore,Copy-Paste Reporting|SQL|Basic SEO|Deep Learning|Legacy VBA|MS Access,6,281543.0,0.98,166.7,4.13,4,Elite,Critical Risk,6,0,1.224,7,4
231,2020,HR Analyst,Senior,Finance,India,A/B Testing|Spark/PySpark|MS Access|Airflow|Python|COBOL,6,175417.0,0.98,106.4,6.25,3,Mid,Critical Risk,6,0,0.902,13,3
232,2022,Supply Chain Analyst,Principal,Government,Netherlands,Basic SEO|Airflow|Copy-Paste Reporting|Tableau|Vector Databases|Spark/PySpark,6,275914.0,0.98,112.7,6.28,5,Elite,Critical Risk,6,0,1.079,23,5
233,2024,Machine Learning Engineer,Entry,Government,Brazil,Airflow|dbt|Deep Learning,3,163630.0,0.05,119.7,8.63,1,Mid,Low Risk,3,1,1.494,15,1
234,2019,IT Support Specialist,Principal,Tech,Canada,SQL|Tableau|Airflow,3,154775.0,0.424,105.2,7.8,5,Mid,Moderate Risk,3,0,0.605,14,5
235,2025,Business Analyst,Mid,Media,Germany,Basic SEO|MS Access|Excel (Basic)|MLOps,4,115503.0,0.98,138.9,4.42,2,Low,Critical Risk,4,0,0.777,3,2
236,2025,Supply Chain Analyst,Senior,Retail,Germany,Legacy VBA|A/B Testing|Airflow|Power BI,4,168227.0,0.792,138.8,6.5,3,Mid,Critical Risk,4,0,0.865,23,3
237,2019,SEO Specialist,Principal,Healthcare,Singapore,Machine Learning|Vector Databases|Data Entry|Legacy VBA|SQL|A/B Testing,6,220890.0,0.98,101.1,6.25,5,High,Critical Risk,6,0,0.864,19,5
238,2022,QA Engineer,Mid,Manufacturing,Singapore,Cold Calling|R|Statistics|Airflow,4,122066.0,0.98,118.5,6.05,2,Low,Critical Risk,4,0,0.821,18,2
239,2021,Operations Analyst,Mid,Consulting,USA,Power BI|R|A/B Testing|Spark/PySpark|SQL|Airflow,6,149961.0,0.103,109.7,7.78,2,Mid,Low Risk,6,1,1.008,16,2
240,2021,HR Analyst,Entry,Consulting,Australia,R|MS Access|Basic SEO,3,58632.0,0.98,107.5,3.9,1,Low,Critical Risk,3,0,0.535,13,1
241,2021,Software Developer,Principal,Energy,USA,dbt|COBOL|Cold Calling,3,234009.0,0.98,109.0,3.9,5,High,Critical Risk,3,0,0.915,21,5
242,2024,SEO Specialist,Mid,Consulting,Canada,Prompt Engineering|Python|dbt|MS Access|Cloud (AWS/GCP),5,157841.0,0.63,146.4,7.64,2,Mid,High Risk,5,0,1.061,19,2
243,2025,Digital Marketer,Mid,Energy,Canada,Airflow|R|MLOps|Cold Calling|Prompt Engineering|SQL,6,159942.0,0.7,137.3,7.1,2,Mid,High Risk,6,0,1.075,10,2
244,2024,DevOps Engineer,Senior,Manufacturing,Australia,Tableau|Cloud (AWS/GCP)|COBOL|MS Access|Statistics|MLOps,6,267402.0,0.791,150.8,6.07,3,Elite,Critical Risk,6,0,1.375,9,3
245,2021,Cloud Architect,Lead,Tech,Brazil,MS Access|Spark/PySpark|Python|Kubernetes,4,324286.0,0.259,120.2,7.05,4,Elite,Moderate Risk,4,1,1.41,4,4
246,2023,Financial Analyst,Lead,Manufacturing,India,MLOps|Airflow|SQL|Excel (Basic),4,220602.0,0.458,146.2,7.08,4,High,Moderate Risk,4,0,0.959,12,4
247,2022,SEO Specialist,Senior,Manufacturing,UAE,Tableau|LLMs/GenAI|MS Access|Vector Databases|Basic SEO|Spark/PySpark,6,209567.0,0.98,118.4,6.73,3,High,Critical Risk,6,0,1.078,19,3
248,2022,BI Developer,Principal,Tech,Netherlands,Basic SEO|Copy-Paste Reporting|Deep Learning,3,215159.0,0.98,134.5,4.37,5,High,Critical Risk,3,0,0.841,2,5
249,2024,Business Analyst,Entry,Government,India,Deep Learning|Crystal Reports|Spark/PySpark|Python,4,121978.0,0.473,121.9,7.2,1,Low,Moderate Risk,4,0,1.114,3,1
250,2022,DevOps Engineer,Entry,Energy,Brazil,Legacy VBA|Statistics|Python|COBOL|R|MS Access,6,121594.0,0.98,111.3,4.75,1,Low,Critical Risk,6,0,1.11,9,1
251,2019,Content Strategist,Senior,Media,Germany,A/B Testing|Basic SEO|Crystal Reports,3,95483.0,0.98,95.1,4.23,3,Low,Critical Risk,3,0,0.491,5,3
252,2025,BI Developer,Entry,Finance,Netherlands,Airflow|dbt|Manual Testing|A/B Testing,4,115668.0,0.672,140.3,6.88,1,Low,High Risk,4,0,1.056,2,1
253,2021,Statistician,Lead,Finance,Australia,Tableau|Excel (Basic)|Airflow|Crystal Reports|COBOL|Prompt Engineering,6,230316.0,0.98,113.4,5.28,4,High,Critical Risk,6,0,1.001,22,4
254,2025,Data Scientist,Entry,Finance,Singapore,SQL|R|Statistics|Machine Learning|Data Entry|Python,6,157889.0,0.483,154.8,6.93,1,Mid,Moderate Risk,6,0,1.442,8,1
255,2019,Digital Marketer,Lead,Education,Brazil,A/B Testing|Machine Learning|Airflow,3,194150.0,0.107,105.7,8.57,4,High,Low Risk,3,1,0.844,10,4
256,2025,Operations Analyst,Principal,Consulting,Germany,Deep Learning|Legacy VBA|Kubernetes,3,243849.0,0.819,174.8,6.4,5,High,Critical Risk,3,0,0.953,16,5
257,2023,Supply Chain Analyst,Entry,Healthcare,Australia,dbt|Excel (Basic)|Spark/PySpark,3,88440.0,0.554,141.6,6.9,1,Low,High Risk,3,0,0.808,23,1
258,2024,Software Developer,Entry,Manufacturing,India,Excel (Basic)|Basic SEO|Copy-Paste Reporting|SQL,4,95484.0,0.98,148.7,3.75,1,Low,Critical Risk,4,0,0.872,21,1
259,2023,Cloud Architect,Lead,Healthcare,UK,Machine Learning|Cloud (AWS/GCP)|Power BI|Airflow|Basic SEO,5,363716.0,0.253,107.4,7.52,4,Elite,Moderate Risk,5,1,1.581,4,4
260,2023,Accountant,Principal,Government,Australia,Data Entry|Kubernetes|COBOL,3,176962.0,0.98,150.8,3.6,5,Mid,Critical Risk,3,0,0.692,1,5
261,2022,Excel Analyst,Senior,Media,Singapore,LLMs/GenAI|Legacy VBA|Excel (Basic)|Basic SEO|SQL|Deep Learning,6,179768.0,0.98,116.1,5.82,3,Mid,Critical Risk,6,0,0.924,11,3
262,2021,Excel Analyst,Entry,Finance,Germany,SQL|Crystal Reports|COBOL|Data Entry,4,57784.0,0.98,102.5,3.0,1,Low,Critical Risk,4,0,0.528,11,1
263,2022,Cloud Architect,Senior,Finance,UK,Prompt Engineering|Tableau|Vector Databases,3,273188.0,0.05,128.5,8.67,3,Elite,Low Risk,3,1,1.405,4,3
264,2019,Data Engineer,Entry,Healthcare,Singapore,R|Copy-Paste Reporting|A/B Testing|Power BI|Cloud (AWS/GCP)|Python,6,133445.0,0.683,101.0,6.9,1,Low,High Risk,6,0,1.219,7,1
265,2023,Data Scientist,Principal,Energy,Australia,Python|Prompt Engineering|Power BI|SQL|Deep Learning|R,6,399337.0,0.05,138.8,8.23,5,Elite,Low Risk,6,1,1.561,8,5
266,2020,Financial Analyst,Principal,Healthcare,Singapore,Spark/PySpark|Kubernetes|Prompt Engineering|Statistics,4,283860.0,0.05,106.9,8.38,5,Elite,Low Risk,4,1,1.11,12,5
267,2020,QA Engineer,Senior,Government,Germany,COBOL|Deep Learning|Vector Databases|Kubernetes|Airflow|Data Entry,6,224001.0,0.98,106.6,6.22,3,High,Critical Risk,6,0,1.152,18,3
268,2023,SQL Developer,Lead,Finance,India,Python|SQL|MLOps|Basic SEO|Manual Testing,5,219922.0,0.98,100.9,6.3,4,High,Critical Risk,5,0,0.956,20,4
269,2025,Cloud Architect,Lead,Education,Singapore,Prompt Engineering|MLOps|Manual Testing|Crystal Reports,4,330263.0,0.851,125.2,5.72,4,Elite,Critical Risk,4,0,1.436,4,4
270,2021,BI Developer,Lead,Education,Germany,Excel (Basic)|COBOL|Airflow|MLOps|SQL|Kubernetes,6,249868.0,0.768,115.9,6.27,4,Elite,Critical Risk,6,0,1.086,2,4
271,2022,DevOps Engineer,Entry,Energy,Canada,Legacy VBA|Cold Calling|R|Python,4,112343.0,0.98,141.8,4.92,1,Low,Critical Risk,4,0,1.026,9,1
272,2022,Operations Analyst,Mid,Consulting,Germany,Basic SEO|Copy-Paste Reporting|COBOL,3,83220.0,0.98,122.4,1.73,2,Low,Critical Risk,3,0,0.56,16,2
273,2024,Digital Marketer,Mid,Manufacturing,Canada,Legacy VBA|Spark/PySpark|Crystal Reports|Power BI|COBOL,5,111585.0,0.98,129.3,4.3,2,Low,Critical Risk,5,0,0.75,10,2
274,2022,Accountant,Lead,Energy,Singapore,R|Machine Learning|COBOL|Vector Databases|Crystal Reports|Copy-Paste Reporting,6,214441.0,0.98,130.9,4.85,4,High,Critical Risk,6,0,0.932,1,4
275,2019,Machine Learning Engineer,Mid,Education,India,Excel (Basic)|Data Entry|Legacy VBA,3,148994.0,0.98,97.8,2.33,2,Mid,Critical Risk,3,0,1.002,15,2
276,2025,Cloud Architect,Lead,Finance,USA,Kubernetes|Airflow|A/B Testing,3,338811.0,0.05,154.2,8.1,4,Elite,Low Risk,3,1,1.473,4,4
277,2023,Financial Analyst,Principal,Retail,UAE,SQL|Tableau|Cold Calling|Legacy VBA|Excel (Basic),5,195899.0,0.98,128.9,4.52,5,High,Critical Risk,5,0,0.766,12,5
278,2020,DevOps Engineer,Entry,Consulting,UK,Power BI|Deep Learning|Cloud (AWS/GCP)|Basic SEO|MS Access,5,131091.0,0.895,99.6,6.22,1,Low,Critical Risk,5,0,1.197,9,1
279,2021,Cloud Architect,Lead,Retail,Netherlands,Vector Databases|Statistics|Cloud (AWS/GCP)|Tableau|MS Access|Crystal Reports,6,335091.0,0.827,120.8,6.18,4,Elite,Critical Risk,6,0,1.457,4,4
280,2019,AI Engineer,Entry,Finance,USA,Data Entry|Cloud (AWS/GCP)|Legacy VBA|COBOL|LLMs/GenAI,5,145383.0,0.98,98.9,4.7,1,Mid,Critical Risk,5,0,1.328,0,1
